origin_TA,origin_lon,origin_lat,dest_TA,population,TA_Name,lon_meshblock_pop_weighted,lat_meshblock_pop_weighted,lon_meshblock_geometric,lat_meshblock_geometric,lon_TA_geometric,lat_TA_geometric,geometry,lon_TA_geometricToweighted_delta,lat_TA_geometricToweighted_delta,lon_TA_geometricTogeometric_delta,lat_TA_geometricTogeometric_delta,TA_geometricToweighted_km,TA_geometricTogeometric_km,dest_lat,dest_lon,distance_km
065,170.47317519485745,-44.138611649557205,045,45513,Upper Hutt City,175.06244063805605,-41.12456505917166,175.0619579622643,-41.12415587130227,175.11470333600246,-41.07889218892525,"c(175.114703336002, -41.0788921889253)",0.0522626979464178,0.045672870246406205,0.052745373738162016,0.045263682377019165,6.713377495513059,6.705601857466796,-41.12456505917166,175.06244063805605,503.68419720646307
065,170.47317519485745,-44.138611649557205,046,107076,Lower Hutt City,174.93087960067484,-41.21548139213004,174.92996475631782,-41.21722742618995,174.95679335416145,-41.27918092883852,"c(174.956793354161, -41.2791809288385)",0.02591375348660563,-0.0636995367084836,0.02682859784363245,-0.06195350264857069,7.415289346323066,7.252975451581199,-41.21548139213004,174.93087960067484,488.7198064684982
065,170.47317519485745,-44.138611649557205,047,200490,Wellington City,174.78848337263977,-41.27354538742182,174.78708294341902,-41.27504241875768,174.74998570833378,-41.256010879941286,"c(174.749985708334, -41.2560108799413)",-0.038497664305992885,0.017534507480533534,-0.03709723508524121,0.019031538816392413,3.7665480218321306,3.758162310094482,-41.27354538742182,174.78848337263977,475.6178744833444
065,170.47317519485745,-44.138611649557205,048,27450,Masterton District,175.67014915704706,-40.944878765880254,175.70619233685437,-40.941387457686524,175.8836830217288,-40.89704153714056,"c(175.883683021729, -40.8970415371406)",0.21353386468175017,0.04783722873969509,0.1774906848744422,0.044345920545964645,18.73409226390866,15.724910093370914,-40.944878765880254,175.67014915704706,554.8534951207165
065,170.47317519485745,-44.138611649557205,049,10038,Carterton District,175.53898872050232,-41.02671544900477,175.5561764873513,-41.03756718552662,175.61971739491088,-41.064883710132534,"c(175.619717394911, -41.0648837101325)",0.08072867440856157,-0.03816826112776539,0.06354090755957031,-0.02731652460591505,7.999309968851358,6.140047223027044,-41.02671544900477,175.53898872050232,540.5626855906935
065,170.47317519485745,-44.138611649557205,050,11673,South Wairarapa District,175.3975003513293,-41.15901056935724,175.38088349222,-41.19571265898074,175.39247136616459,-41.30317172332796,"c(175.392471366165, -41.303171723328)",-0.005028985164727828,-0.14416115397071394,0.01158787394459182,-0.10745906434721775,16.05346804548141,12.001539383853029,-41.15901056935724,175.3975003513293,521.9244300686921
065,170.47317519485745,-44.138611649557205,051,57213,Tasman District,173.03319498574126,-41.245570727951204,172.99556495640184,-41.23322407019868,172.7269571821172,-41.171700131345894,"c(172.726957182117, -41.1717001313459)",-0.3062378036240716,0.07387059660531037,-0.26860777428464644,0.06152393885278684,26.932687153840796,23.516700994750813,-41.245570727951204,173.03319498574126,384.1295786051693
065,170.47317519485745,-44.138611649557205,052,52125,Nelson City,173.26339003763414,-41.28922113222592,173.26528416168026,-41.28743684115498,173.38700921366527,-41.24669336824683,"c(173.387009213665, -41.2466933682468)",0.12361917603112715,0.04252776397908775,0.12172505198500971,0.04074347290814728,11.375327299962876,11.149273151164314,-41.28922113222592,173.26339003763414,390.7062502370849
065,170.47317519485745,-44.138611649557205,053,48990,Marlborough District,173.92870213288725,-41.48153375759511,173.92150318271604,-41.45588098167168,173.61523770989854,-41.58258941817915,"c(173.615237709899, -41.5825894181791)",-0.3134644229887158,-0.10105566058403781,-0.3062654728175005,-0.12670843650746377,28.440979594698845,29.164537669963167,-41.48153375759511,173.92870213288725,408.7309197847333
065,170.47317519485745,-44.138611649557205,054,4188,Kaikoura District,173.67488541867664,-42.36981356932058,173.67606589161682,-42.358485178634766,173.64453039900965,-42.197970405735205,"c(173.64453039901, -42.1979704057352)",-0.030355019666984617,0.17184316358537188,-0.03153549260716204,0.1605147728995604,19.292152733736216,18.056215525931943,-42.36981356932058,173.67488541867664,325.7693722405548
065,170.47317519485745,-44.138611649557205,055,10314,Buller District,171.71076233332104,-41.79123469554415,171.7708441646938,-41.79130614968563,172.03368835940543,-41.76575329451154,"c(172.033688359405, -41.7657532945115)",0.3229260260843887,0.02548140103260721,0.2628441947116187,0.025552855174090894,26.956973533922152,22.004321049977957,-41.79123469554415,171.71076233332104,280.0723397568355
065,170.47317519485745,-44.138611649557205,056,13905,Grey District,171.27434018699077,-42.45992138509256,171.2868700352069,-42.4567824659171,171.58088457469054,-42.49182966946762,"c(171.580884574691, -42.4918296694676)",0.3065443876997733,-0.031908284375063545,0.29401453948364065,-0.03504720355051916,25.418218816875797,24.45388345773621,-42.45992138509256,171.27434018699077,197.81957484357346
065,170.47317519485745,-44.138611649557205,057,8817,Westland District,170.82109197654952,-42.865971374736006,170.55155378004466,-43.07068465811036,169.9253884017775,-43.55097058930523,"c(169.925388401777, -43.5509705893052)",-0.8957035747720283,-0.6849992145692241,-0.6261653782671601,-0.48028593119487084,105.33749662363361,73.69512012508322,-42.865971374736006,170.82109197654952,144.4277290549715
065,170.47317519485745,-44.138611649557205,058,13488,Hurunui District,172.82438677225147,-42.94472129776547,172.8525129943926,-42.86113174789255,172.73122727413826,-42.69661634203728,"c(172.731227274138, -42.6966163420373)",-0.09315949811320934,0.2481049557281878,-0.12128572025434892,0.16451540585526914,28.64723931187997,20.8230229157223,-42.94472129776547,172.82438677225147,231.62843390253235
065,170.47317519485745,-44.138611649557205,059,65724,Waimakariri District,172.56950327767666,-43.32666663152806,172.56381445702934,-43.32454816333826,172.31131321629698,-43.24871863876748,"c(172.311313216297, -43.2487186387675)",-0.25819006137967904,0.07794799276058484,-0.25250124073235725,0.07582952457077852,22.649600233971462,22.13381798222299,-43.32666663152806,172.56950327767666,191.3095732047708
065,170.47317519485745,-44.138611649557205,060,388233,Christchurch City,172.6257621228624,-43.528869724967016,172.63453274797,-43.53215382265572,172.7656928812424,-43.68178101190985,"c(172.765692881242, -43.6817810119098)",0.13993075837998958,-0.15291128694283174,0.13116013327237397,-0.14962718925412588,20.419946161723026,19.728331626962618,-43.528869724967016,172.6257621228624,185.69581057196459
065,170.47317519485745,-44.138611649557205,062,77520,Selwyn District,172.36017924891772,-43.603742785693825,172.32231293391385,-43.58791011371865,171.87633460306063,-43.308452352335244,"c(171.876334603061, -43.3084523523352)",-0.48384464585708997,0.29529043335858063,-0.44597833085322236,0.27945776138340506,51.080135005728614,47.61147908015161,-43.603742785693825,172.36017924891772,162.71243170786929
065,170.47317519485745,-44.138611649557205,063,34488,Ashburton District,171.7290963124761,-43.86484490408079,171.70437647790266,-43.84741603783577,171.39894796842137,-43.64967886165405,"c(171.398947968421, -43.6496788616541)",-0.33014834405472016,0.21516604242673765,-0.3054285094812883,0.19773717618171816,35.75392015793731,32.98138512256651,-43.86484490408079,171.7290963124761,105.08183091993934
065,170.47317519485745,-44.138611649557205,064,47163,Timaru District,171.22831911956368,-44.32160265105252,171.22899641381858,-44.30743453362874,171.08502483692777,-44.02798335655599,"c(171.085024836928, -44.027983356556)",-0.1432942826359067,0.2936192944965299,-0.14397157689080586,0.2794511770727439,34.629937985144764,33.16458520985271,-44.32160265105252,171.22831911956368,63.58529750265856
065,170.47317519485745,-44.138611649557205,065,4995,Mackenzie District,170.47317519485745,-44.138611649557205,170.33786313029356,-44.14381948992477,170.44737369139744,-43.96466762875203,"c(170.447373691397, -43.964667628752)",-0.025801503460002095,0.17394402080517324,0.1095105611038889,0.17915186117274118,19.473084226824362,21.782687452381815,-44.138611649557205,170.47317519485745,0
065,170.47317519485745,-44.138611649557205,066,7959,Waimate District,171.02356192900595,-44.70705672476016,170.99854375045035,-44.69198818807721,170.75891264844122,-44.609297793438465,"c(170.758912648441, -44.6092977934385)",-0.2646492805647256,0.09775893132169244,-0.23963110200912752,0.08269039463874606,23.61290924207406,21.091832207775262,-44.70705672476016,171.02356192900595,76.93444378927298
065,170.47317519485745,-44.138611649557205,067,606,Chatham Islands Territory,-176.50978745988064,-43.959658414103366,-176.4840731542261,-43.939139551390596,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,NA,-43.959658414103366,-176.50978745988064,1040.599466220029
065,170.47317519485745,-44.138611649557205,068,23190,Waitaki District,170.86708458756905,-45.08789699372437,170.76540497175966,-45.03923289576492,170.28922102035693,-44.816314236614616,"c(170.289221020357, -44.8163142366146)",-0.5778635672121197,0.2715827571097549,-0.4761839514027315,0.2229186591503023,54.64840608129087,44.99197925494894,-45.08789699372437,170.86708458756905,110.18746512876315
065,170.47317519485745,-44.138611649557205,069,24045,Central Otago District,169.3719999950753,-45.15362537886485,169.42057208466397,-45.170280513760275,169.59401977235802,-45.15409746026887,"c(169.594019772358, -45.1540974602689)",0.22201977728272482,-4.7208140401977516e-4,0.1734476876940505,0.016183053491403143,17.429315307010906,13.732862418263771,-45.15362537886485,169.3719999950753,142.73065194520825
065,170.47317519485745,-44.138611649557205,070,47268,Queenstown-Lakes District,168.88403948102143,-44.89908177662038,168.87988885497572,-44.88831507726736,168.85680561642332,-44.67382138336732,"c(168.856805616423, -44.6738213833673)",-0.027233864598116497,0.22526039325305902,-0.023083238552402463,0.2144936939000388,25.168017067967746,23.946889222975596,-44.89908177662038,168.88403948102143,151.90453785275776
065,170.47317519485745,-44.138611649557205,071,127635,Dunedin City,170.47653769716294,-45.869920231044254,170.47745324190225,-45.86278663868877,170.25856817419046,-45.67407563064424,"c(170.25856817419, -45.6740756306442)",-0.2179695229724814,0.19584460040001517,-0.2188850677117955,0.18871100804452823,27.599664414741174,27.022125822149473,-45.869920231044254,170.47653769716294,192.72857135946006
065,170.47317519485745,-44.138611649557205,072,18021,Clutha District,169.71099965982376,-46.153313327709874,169.67841134265777,-46.15018257396127,169.54685841306534,-46.08685904628403,"c(169.546858413065, -46.086859046284)",-0.1641412467584189,0.06645428142584109,-0.1315529295924307,0.06332352767723393,14.667485947701017,12.35856295570326,-46.153313327709874,169.71099965982376,232.11853170168638
065,170.47317519485745,-44.138611649557205,073,31251,Southland District,168.26074678121438,-46.072314773144406,168.20035763191643,-46.02410990074179,167.85348703207057,-45.69733062447996,"c(167.853487032071, -45.69733062448)",-0.4072597491438046,0.3749841486644456,-0.34687059984585744,0.32677927626183134,52.32975205092042,45.23686851858,-46.072314773144406,168.26074678121438,276.65826689973096
065,170.47317519485745,-44.138611649557205,074,12522,Gore District,168.93084939093168,-46.10436824373508,168.93739971554967,-46.10386402002289,168.96247337591615,-46.07173780689014,"c(168.962473375916, -46.0717378068901)",0.031623984984463505,0.032630436844939936,0.025073660366473405,0.03212621313274866,4.376706059597955,4.06659794789968,-46.10436824373508,168.93084939093168,250.11079017449453
065,170.47317519485745,-44.138611649557205,075,55185,Invercargill City,168.3624826077494,-46.41652496389753,168.36088403727572,-46.42440130154969,168.35689625564962,-46.48205783628409,"c(168.35689625565, -46.4820578362841)",-0.005586352099783198,-0.06553287238656225,-0.003987781626108244,-0.05765653473439869,7.3076578034072455,6.425578577534997,-46.41652496389753,168.3624826077494,302.6890025235086
065,170.47317519485745,-44.138611649557205,076,1646634,Auckland,174.7772378244723,-36.880528908483214,174.77615930603466,-36.86982222091073,174.86941957018877,-36.521705321882195,"c(174.869419570189, -36.5217053218822)",0.09218174571645932,0.35882358660101943,0.09326026415411093,0.3481168990285326,40.782562252518545,39.636159045913594,-36.880528908483214,174.7772378244723,885.954246919764
065,170.47317519485745,-44.138611649557205,999,30,Area Outside Territorial Authority,176.4207943396874,-37.625419944481976,174.0444170740363,-40.3082498110012,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,NA,-37.625419944481976,176.4207943396874,880.5073622497063
066,171.02356192900595,-44.70705672476016,001,71007,Far North District,173.69773075961487,-35.219634878451146,173.7076513749719,-35.231976466585635,173.5752365033658,-35.189954123849724,"c(173.575236503366, -35.1899541238497)",-0.12249425624906962,0.029680754601422166,-0.13241487160610177,0.04202234273591188,11.621500489505353,12.919975890685814,-35.219634878451146,173.69773075961487,1080.3266953882892
066,171.02356192900595,-44.70705672476016,002,96360,Whangarei District,174.33073175001866,-35.73061367392473,174.34199250013558,-35.73778400027105,174.25927759472643,-35.71592113553713,"c(174.259277594726, -35.7159211355371)",-0.07145415529222987,0.01469253838759954,-0.08271490540914783,0.02186286473391874,6.661527955324067,7.861192615845864,-35.73061367392473,174.33073175001866,1037.7929233995628
066,171.02356192900595,-44.70705672476016,003,25638,Kaipara District,174.1881859765001,-36.047673479447276,174.17483190718517,-36.044629528422334,174.02476823176525,-35.99276037343215,"c(174.024768231765, -35.9927603734321)",-0.1634177447348577,0.05491310601512822,-0.15006367541991494,0.05186915499018596,15.93283457418484,14.693481894256989,-36.047673479447276,174.1881859765001,1000.3969012502067
066,171.02356192900595,-44.70705672476016,011,31464,Thames-Coromandel District,175.67009536894204,-36.99536442007582,175.70273222471374,-36.97574552279262,175.64074941902334,-36.93149908544898,"c(175.640749419023, -36.931499085449)",-0.029345949918706538,0.06386533462683985,-0.061982805690405485,0.04424643734363798,7.573480489144299,7.393450322883422,-36.99536442007582,175.67009536894204,943.0001372767334
066,171.02356192900595,-44.70705672476016,012,21075,Hauraki District,175.67145987840237,-37.34140960422696,175.66177599307446,-37.33759190796888,175.60769372038067,-37.331277689956465,"c(175.607693720381, -37.3312776899565)",-0.06376615802170704,0.010131914270495201,-0.0540822726937904,0.006314218012413164,5.755467324894192,4.838214380050942,-37.34140960422696,175.67145987840237,907.7154764546237
066,171.02356192900595,-44.70705672476016,013,85518,Waikato District,175.1166672112379,-37.55389102868258,175.10400732906973,-37.53474267486709,175.0703264534781,-37.54081855717026,"c(175.070326453478, -37.5408185571703)",-0.04634075775982183,0.013072471512316497,-0.033680875591642234,-0.006075882303171909,4.341189161972352,3.049009575216655,-37.55389102868258,175.1166672112379,866.7934995524257
066,171.02356192900595,-44.70705672476016,015,36765,Matamata-Piako District,175.6631585879661,-37.68945222601367,175.6639303532521,-37.68530595180834,175.6634022533797,-37.66882570627363,"c(175.66340225338, -37.6688257062736)",2.43665413591998e-4,0.02062651974004126,-5.28099872411758e-4,0.016480245534708615,2.296234028660932,1.8351624796914954,-37.68945222601367,175.6631585879661,872.1412948791251
066,171.02356192900595,-44.70705672476016,016,174261,Hamilton City,175.27289401599202,-37.772929848661796,175.27253059229,-37.77371561067503,175.2676836299966,-37.77264217521568,"c(175.267683629997, -37.7726421752157)",-0.0052103859954115705,2.8767344611679846e-4,-0.004846962293385104,0.0010734354593537887,0.4595895903016265,0.44291558159063343,-37.772929848661796,175.27289401599202,849.6006173443295
066,171.02356192900595,-44.70705672476016,017,58302,Waipa District,175.39029707160705,-37.94376982329626,175.3889242220361,-37.94646951993482,175.3991632704757,-37.964623983574285,"c(175.399163270476, -37.9646239835743)",0.00886619886864537,-0.020854160278027223,0.010239048439586895,-0.018154463639461937,2.448447794534904,2.2117696182676654,-37.94376982329626,175.39029707160705,836.3943420428182
066,171.02356192900595,-44.70705672476016,018,10353,Ōtorohanga District,175.23396388224162,-38.15662998868473,175.18727167065208,-38.15353628861906,175.276901934105,-38.195277718739,"c(175.276901934105, -38.195277718739)",0.04293805186338773,-0.038647730054272245,0.08963026345293201,-0.04174143011994147,5.7121110360492615,9.116748557965598,-38.15662998868473,175.23396388224162,809.1538481980879
066,171.02356192900595,-44.70705672476016,019,24921,South Waikato District,175.8279178953775,-38.15575151097956,175.83475677805765,-38.159009201266926,175.86818676290585,-38.16656787658694,"c(175.868186762906, -38.1665678765869)",0.040268867528340024,-0.010816365607375644,0.03342998484819759,-0.007558675320012753,3.72463757308793,3.044570828477838,-38.15575151097956,175.8279178953775,831.8768325250716
066,171.02356192900595,-44.70705672476016,020,9411,Waitomo District,175.1079442631348,-38.36974903518118,175.0774871410347,-38.421759076090865,175.0073451233845,-38.45423489492234,"c(175.007345123385, -38.4542348949223)",-0.10059913975030099,-0.0844858597411573,-0.07014201765019834,-0.03247581883147177,12.862756201012573,7.1045776488143755,-38.36974903518118,175.1079442631348,782.9983218742348
066,171.02356192900595,-44.70705672476016,021,39903,Taupo District,176.02057285312196,-38.71305638353958,175.9876665570026,-38.72926012630329,176.04704675821603,-38.81352109747778,"c(176.047046758216, -38.8135210974778)",0.026473905094064776,-0.10046471393820156,0.05938020121342902,-0.08426097117449416,11.41732189582771,10.70243719707956,-38.71305638353958,176.02057285312196,785.5471055074443
066,171.02356192900595,-44.70705672476016,022,55932,Western Bay of Plenty District,176.13302854574607,-37.697028095521986,176.12889000474118,-37.673548548884064,176.1607062957737,-37.77379082024468,"c(176.160706295774, -37.7737908202447)",0.027677750027635284,-0.07676272472269119,0.03181629103252703,-0.1002422713606137,8.885803370249365,11.505195410638198,-37.697028095521986,176.13302854574607,889.5406246857791
066,171.02356192900595,-44.70705672476016,023,152094,Tauranga City,176.1889819493185,-37.7043810361781,176.1882256772564,-37.70137840832607,176.1864876374592,-37.7052043884439,"c(176.186487637459, -37.7052043884439)",-0.0024943118592943847,-8.233522658045445e-4,-0.001738039797203328,-0.003825980117831307,0.23803474211253578,0.45258007095325187,-37.7043810361781,176.1889819493185,891.0669664780198
066,171.02356192900595,-44.70705672476016,024,73815,Rotorua District,176.2486229844654,-38.1416619331805,176.2616829112085,-38.14299924321083,176.32643433024845,-38.22278300034671,"c(176.326434330248, -38.2227830003467)",0.07781134578303295,-0.08112106716620815,0.06475141903993631,-0.07978375713587837,11.309534585685544,10.534836998361866,-38.1416619331805,176.2486229844654,850.6562498612296
066,171.02356192900595,-44.70705672476016,025,36957,Whakatane District,176.92587031137765,-38.029802059304494,176.9116699849124,-38.07615588209448,176.85694987160252,-38.31162717956548,"c(176.856949871603, -38.3116271795655)",-0.06892043977512685,-0.28182512026098294,-0.0547201133098838,-0.23547129747099405,31.94718501312702,26.646133808393518,-38.029802059304494,176.92587031137765,891.4252512326657
066,171.02356192900595,-44.70705672476016,026,7524,Kawerau District,176.69667133280674,-38.09136934905424,176.69895259046135,-38.090208081495746,176.6963781136434,-38.08756639392662,"c(176.696378113643, -38.0875663939266)",-2.932191633533421e-4,0.0038029551276181905,-0.0025744768179549737,0.002641687569123974,0.4241217967809818,0.3706156488073532,-38.09136934905424,176.69667133280674,875.137984783617
066,171.02356192900595,-44.70705672476016,027,10041,Ōpōtiki District,177.37447929781553,-37.97516913746857,177.3530480981805,-37.9960661713274,177.57785546198747,-38.013294856802794,"c(177.577855461987, -38.0132948568028)",0.20337616417194226,-0.03812571933422504,0.22480736380697408,-0.01722868547539491,18.339594741450675,19.81210117554317,-37.97516913746857,177.37447929781553,917.673656188339
066,171.02356192900595,-44.70705672476016,028,50892,Gisborne District,178.02973982139665,-38.579086389910096,178.03807232250102,-38.48944651088936,177.92255730654827,-38.280350840028625,"c(177.922557306548, -38.2803508400286)",-0.10718251484837538,0.2987355498814708,-0.11551501595275226,0.20909567086073366,34.54363859820514,25.365161678334854,-38.579086389910096,178.02973982139665,896.5290164672207
066,171.02356192900595,-44.70705672476016,029,8769,Wairoa District,177.45704776805738,-39.02029492109076,177.44480486702312,-38.99291819768732,177.2350595816851,-38.898004875890166,"c(177.235059581685, -38.8980048758902)",-0.2219881863722719,0.12229004520059306,-0.20974528533801617,0.09491332179715073,23.549100937223198,21.009424591608237,-39.02029492109076,177.45704776805738,827.2185560884418
066,171.02356192900595,-44.70705672476016,030,85500,Hastings District,176.8333583193913,-39.628654499653784,176.83099226806604,-39.62567733677052,176.62675718919667,-39.41663514463484,"c(176.626757189197, -39.4166351446348)",-0.20660113019462756,0.21201935501894553,-0.20423507886937387,0.20904219213568354,29.525867706231626,29.13912154047431,-39.628654499653784,176.8333583193913,740.7856498700216
066,171.02356192900595,-44.70705672476016,031,64341,Napier City,176.88022372739385,-39.510775507120265,176.88066797867313,-39.509540913831614,176.86933121083212,-39.49788105255121,"c(176.869331210832, -39.4978810525512)",-0.010892516561739285,0.012894454569057245,-0.011336767841015671,0.011659861280406858,1.7133840502318176,1.622620296956704,-39.510775507120265,176.88022372739385,753.587268923045
066,171.02356192900595,-44.70705672476016,032,15339,Central Hawke's Bay District,176.547326153583,-39.98515958420876,176.53449598730333,-40.00312933408216,176.52006578126066,-40.02372887487904,"c(176.520065781261, -40.023728874879)",-0.02726037232233125,-0.038569290670281475,-0.014430206042675309,-0.020599540796879978,4.882370217690975,2.602324684639173,-39.98515958420876,176.547326153583,694.519008265757
066,171.02356192900595,-44.70705672476016,033,86427,New Plymouth District,174.11426350961503,-39.071759682217746,174.11318169392615,-39.07120307573583,174.3756132477245,-39.05038850423699,"c(174.375613247724, -39.050388504237)",0.26134973810945894,0.02137117798075394,0.2624315537983364,0.02081457149883903,22.7151436727562,22.80184938345999,-39.071759682217746,174.11426350961503,677.4522922803051
066,171.02356192900595,-44.70705672476016,034,10062,Stratford District,174.3050426710112,-39.328495899638,174.35348244076766,-39.30664835520968,174.62219799342446,-39.2184423466022,"c(174.622197993424, -39.2184423466022)",0.3171553224132708,0.11005355303579734,0.2687155526568006,0.08820600860747874,29.95135647188075,25.155928560921172,-39.328495899638,174.3050426710112,657.2254959842855
066,171.02356192900595,-44.70705672476016,035,28713,South Taranaki District,174.2386588940047,-39.545496118404174,174.24041099988023,-39.542478802381076,174.43202918865006,-39.534770395410355,"c(174.43202918865, -39.5347703954104)",0.19337029464537636,0.010725722993818465,0.19161818876983716,0.007708406970721171,16.643185569403595,16.472611695720676,-39.545496118404174,174.2386588940047,632.7977757303489
066,171.02356192900595,-44.70705672476016,036,12864,Ruapehu District,175.32743274431414,-39.08791553219914,175.34394928827194,-39.09864472116609,175.33526132112888,-39.107432562390464,"c(175.335261321129, -39.1074325623905)",0.007828576814745247,-0.01951703019132367,-0.00868796714306086,-0.00878784122437537,2.275460373197619,1.2329877714943471,-39.08791553219914,175.32743274431414,719.7750061119774
066,171.02356192900595,-44.70705672476016,037,47310,Whanganui District,175.03985713931723,-39.91958701494485,175.04768199728917,-39.91093574285859,175.13406059524877,-39.70758104409934,"c(175.134060595249, -39.7075810440993)",0.09420345593153456,0.2120059708455102,0.08637859795959457,0.20335469875924872,24.937200527715756,23.81196882677266,-39.91958701494485,175.03985713931723,626.9661841022361
066,171.02356192900595,-44.70705672476016,038,15456,Rangitikei District,175.46665495211687,-39.99270995346597,175.5230738936491,-39.93469296534655,175.7842057400811,-39.68731279885738,"c(175.784205740081, -39.6873127988574)",0.31755078796422254,0.30539715460859185,0.2611318464319936,0.24738016648917238,43.50278904832561,35.453737708673025,-39.99270995346597,175.46665495211687,639.3236715648864
066,171.02356192900595,-44.70705672476016,039,32163,Manawatu District,175.55595204953138,-40.22257099381696,175.56711679652156,-40.20018404551086,175.69818637396077,-40.11334185619313,"c(175.698186373961, -40.1133418561931)",0.14223432442938133,0.10922913762382791,0.1310695774392059,0.08684218931772847,17.153449750357268,14.75830948971867,-40.22257099381696,175.55595204953138,622.4635912798917
066,171.02356192900595,-44.70705672476016,040,86595,Palmerston North City,175.62199951452067,-40.35232421879505,175.6207103096622,-40.35330392256497,175.64204516352467,-40.386472100242344,"c(175.642045163525, -40.3864721002423)",0.020045649004003963,-0.03414788144729641,0.021334853862470027,-0.0331681776773749,4.16419123351599,4.111803770270491,-40.35232421879505,175.62199951452067,614.0232998974647
066,171.02356192900595,-44.70705672476016,041,18480,Tararua District,175.99141676604725,-40.32797598400059,176.0023283987569,-40.36718145905818,176.0626136090507,-40.44377549364916,"c(176.062613609051, -40.4437754936492)",0.07119684300343465,-0.11579950964857488,0.06028521029378453,-0.07659403459098257,14.2343070636598,9.940515098043106,-40.32797598400059,175.99141676604725,635.177667935342
066,171.02356192900595,-44.70705672476016,042,36435,Horowhenua District,175.29488878977128,-40.58956194100539,175.2915293511965,-40.583339191765084,175.35519340428147,-40.579961351284744,"c(175.355193404281, -40.5799613512847)",0.06030461451018709,0.009600589720648145,0.06366405308497747,0.0033778404803399553,5.2090242266924145,5.395588754911314,-40.58956194100539,175.29488878977128,576.3588116617497
066,171.02356192900595,-44.70705672476016,043,55362,Kapiti Coast District,175.036356849631,-40.87347337758216,175.03885357899725,-40.87207238689007,175.17041976544456,-40.86190067790966,"c(175.170419765445, -40.8619006779097)",0.13406291581355845,0.011572699672498743,0.13156618644731566,0.010171708980408312,11.359015387946108,11.133392035738773,-40.87347337758216,175.036356849631,537.9720388494435
066,171.02356192900595,-44.70705672476016,044,59082,Porirua City,174.86899815258425,-41.11664601725612,174.86630706779556,-41.11720132268819,174.90270420767493,-41.09304119300172,"c(174.902704207675, -41.0930411930017)",0.03370605509067559,0.0236048242544058,0.03639713987936943,0.02416012968647152,3.8598092566853097,4.068670468293758,-41.11664601725612,174.86899815258425,507.8472836676526
066,171.02356192900595,-44.70705672476016,045,45513,Upper Hutt City,175.06244063805605,-41.12456505917166,175.0619579622643,-41.12415587130227,175.11470333600246,-41.07889218892525,"c(175.114703336002, -41.0788921889253)",0.0522626979464178,0.045672870246406205,0.052745373738162016,0.045263682377019165,6.713377495513059,6.705601857466796,-41.12456505917166,175.06244063805605,517.0242460933237
066,171.02356192900595,-44.70705672476016,046,107076,Lower Hutt City,174.93087960067484,-41.21548139213004,174.92996475631782,-41.21722742618995,174.95679335416145,-41.27918092883852,"c(174.956793354161, -41.2791809288385)",0.02591375348660563,-0.0636995367084836,0.02682859784363245,-0.06195350264857069,7.415289346323066,7.252975451581199,-41.21548139213004,174.93087960067484,502.2577257463773
066,171.02356192900595,-44.70705672476016,047,200490,Wellington City,174.78848337263977,-41.27354538742182,174.78708294341902,-41.27504241875768,174.74998570833378,-41.256010879941286,"c(174.749985708334, -41.2560108799413)",-0.038497664305992885,0.017534507480533534,-0.03709723508524121,0.019031538816392413,3.7665480218321306,3.758162310094482,-41.27354538742182,174.78848337263977,489.851795086697
066,171.02356192900595,-44.70705672476016,048,27450,Masterton District,175.67014915704706,-40.944878765880254,175.70619233685437,-40.941387457686524,175.8836830217288,-40.89704153714056,"c(175.883683021729, -40.8970415371406)",0.21353386468175017,0.04783722873969509,0.1774906848744422,0.044345920545964645,18.73409226390866,15.724910093370914,-40.944878765880254,175.67014915704706,564.8841870167945
066,171.02356192900595,-44.70705672476016,049,10038,Carterton District,175.53898872050232,-41.02671544900477,175.5561764873513,-41.03756718552662,175.61971739491088,-41.064883710132534,"c(175.619717394911, -41.0648837101325)",0.08072867440856157,-0.03816826112776539,0.06354090755957031,-0.02731652460591505,7.999309968851358,6.140047223027044,-41.02671544900477,175.53898872050232,550.7976124260184
066,171.02356192900595,-44.70705672476016,050,11673,South Wairarapa District,175.3975003513293,-41.15901056935724,175.38088349222,-41.19571265898074,175.39247136616459,-41.30317172332796,"c(175.392471366165, -41.303171723328)",-0.005028985164727828,-0.14416115397071394,0.01158787394459182,-0.10745906434721775,16.05346804548141,12.001539383853029,-41.15901056935724,175.3975003513293,531.8902027343615
066,171.02356192900595,-44.70705672476016,051,57213,Tasman District,173.03319498574126,-41.245570727951204,172.99556495640184,-41.23322407019868,172.7269571821172,-41.171700131345894,"c(172.726957182117, -41.1717001313459)",-0.3062378036240716,0.07387059660531037,-0.26860777428464644,0.06152393885278684,26.932687153840796,23.516700994750813,-41.245570727951204,173.03319498574126,418.61531032970686
066,171.02356192900595,-44.70705672476016,052,52125,Nelson City,173.26339003763414,-41.28922113222592,173.26528416168026,-41.28743684115498,173.38700921366527,-41.24669336824683,"c(173.387009213665, -41.2466933682468)",0.12361917603112715,0.04252776397908775,0.12172505198500971,0.04074347290814728,11.375327299962876,11.149273151164314,-41.28922113222592,173.26339003763414,421.8718613897878
